Fecha_Hora,Tipo_Mensaje,ID_Nodo,Msg_ID,Paquetes_Perdidos,Perdida_%,Hum_Local_%,Hum_Global_%,Urgencia_Riego,Estado_CNP,Valvula,Temp_C,Luz_%,Estres_Evap,Nivel_Tanque_%,Vecinos_Red,Alerta_Sensor,Alerta_Valvula,Latencia_Subasta_ms,Error_Cuadratico_Consenso,Violacion_Exclusion_Mutua,Tiempo_Recuperacion_s,Consumo_Estimado_mAh
2026-07-02 19:42:30,consenso,3895648541,106528,0,0.0,81,90.94,17.18,0,0,18,0,7.78,41.31667,2,False,False,N/A,98.8328,NO,N/A,0.051318
2026-07-02 19:42:30,consenso,145078341,106529,0,0.0,70,91.22,15.56,0,0,18,0,7.78,41.31667,2,False,False,N/A,450.1259,NO,N/A,0.064223
2026-07-02 19:42:31,consenso,3361403025,106528,0,0.0,89,90.42,15.56,0,0,18,0,7.78,41.31667,2,False,False,N/A,2.0058,NO,N/A,0.055615
2026-07-02 19:42:32,consenso,3895648541,106529,0,0.0,81,90.88,17.18,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,97.5917,NO,N/A,0.050563
2026-07-02 19:42:32,consenso,145078341,106530,0,0.0,72,91.93,16.33,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,397.279,NO,N/A,0.051347
2026-07-02 19:42:33,consenso,3361403025,106529,0,0.0,89,90.91,15.56,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,3.6512,NO,N/A,0.055017
2026-07-02 19:42:34,consenso,145078341,106531,0,0.0,71,90.91,15.94,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,396.5415,NO,N/A,0.047708
2026-07-02 19:42:34,consenso,3895648541,106530,0,0.0,82,91.65,16.75,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,93.1242,NO,N/A,0.07097
2026-07-02 19:42:35,consenso,3361403025,106530,0,0.0,91,92.1,15.56,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,1.2018,NO,N/A,0.055848
2026-07-02 19:42:36,consenso,145078341,106532,0,0.0,71,91.39,15.94,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,415.8851,NO,N/A,0.055426
2026-07-02 19:42:36,consenso,3895648541,106531,0,0.0,82,91.58,16.75,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,91.7275,NO,N/A,0.051478
2026-07-02 19:42:37,consenso,3361403025,106531,0,0.0,91,91.79,15.56,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,0.6254,NO,N/A,0.065357
2026-07-02 19:42:38,consenso,3895648541,106532,0,0.0,81,91.08,17.18,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,101.7022,NO,N/A,0.047269
2026-07-02 19:42:38,consenso,145078341,106533,0,0.0,74,92.92,17.18,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,357.7969,NO,N/A,0.065325
2026-07-02 19:42:39,consenso,3361403025,106532,0,0.0,91,91.9,15.56,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,0.8019,NO,N/A,0.04636
2026-07-02 19:42:40,consenso,3895648541,106533,0,0.0,82,92.25,16.75,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,104.9625,NO,N/A,0.052739
2026-07-02 19:42:40,consenso,145078341,106534,0,0.0,71,90.99,15.94,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,399.7161,NO,N/A,0.054063
2026-07-02 19:42:41,consenso,3361403025,106533,0,0.0,91,91.76,15.56,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,0.5734,NO,N/A,0.054764
2026-07-02 19:42:43,consenso,3895648541,106534,0,0.0,81,91.31,17.18,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,106.298,NO,N/A,0.088384
2026-07-02 19:42:43,consenso,145078341,106535,0,0.0,72,91.76,16.33,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,390.5872,NO,N/A,0.088187
2026-07-02 19:42:43,consenso,3361403025,106534,0,0.0,90,91.15,15.56,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,1.3155,NO,N/A,0.066488
2026-07-02 19:42:44,consenso,145078341,106536,0,0.0,71,91.0,15.94,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,399.8364,NO,N/A,0.018154
2026-07-02 19:42:44,consenso,3895648541,106535,0,0.0,80,90.88,17.62,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,118.4312,NO,N/A,0.033477
2026-07-02 19:42:45,consenso,3361403025,106535,0,0.0,91,91.54,15.56,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,0.295,NO,N/A,0.044853
2026-07-02 19:42:46,consenso,3895648541,106536,0,0.0,81,91.58,17.18,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,111.853,NO,N/A,0.044669
2026-07-02 19:42:46,consenso,145078341,106537,0,0.0,72,91.78,16.33,0,0,18.8,0,7.78,41.33556,2,False,False,N/A,391.1594,NO,N/A,0.058223
2026-07-02 19:42:47,consenso,3361403025,106536,0,0.0,90,91.11,15.56,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,1.2321,NO,N/A,0.060006
2026-07-02 19:42:48,consenso,3895648541,106537,0,0.0,81,91.51,17.18,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,110.4593,NO,N/A,0.056745
2026-07-02 19:42:48,consenso,145078341,106538,0,0.0,70,90.54,15.56,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,422.0506,NO,N/A,0.056633
2026-07-02 19:42:49,consenso,3361403025,106537,0,0.0,90,91.07,15.56,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,1.1416,NO,N/A,0.051123
2026-07-02 19:42:50,consenso,145078341,106539,0,0.0,71,91.42,15.94,0,0,18.7,0,7.78,41.33556,2,False,False,N/A,416.8347,NO,N/A,0.049985
